HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)
114	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Ictiobus	cyprinellus	NA	NA	NA	NA	NA	NA	NA	NA	NA	17545	NA	20	454	wild	medium	acceptable	NA	NA	NA	NA	NA
115	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Ictiobus	niger	NA	NA	NA	NA	NA	NA	NA	NA	NA	15785	NA	24	454	wild	medium	acceptable	NA	NA	NA	NA	NA
116	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Minytrema	melanops	NA	NA	NA	NA	NA	NA	NA	NA	NA	676.5	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA
117	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	anisurum	NA	NA	NA	NA	NA	NA	NA	NA	NA	5940	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA
118	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	breviceps	1460	1460	NA	NA	NA	NA	NA	NA	NA	750	NA	8	442	unknown	medium	questionable	NA	NA	NA	NA	NA
119	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	carinatum	1095	1095	NA	NA	14500	NA	NA	NA	NA	3089	NA	12	NA	unknown	medium	questionable	NA	NA	NA	NA	NA
120	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	duquesnii	1095	1095	NA	NA	NA	NA	NA	NA	NA	1250	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA
121	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	erythrurum	NA	NA	NA	NA	NA	NA	NA	NA	NA	2244	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA
122	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	macrolepidotum	NA	NA	NA	NA	NA	NA	NA	NA	NA	2194.5	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA
123	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Thoburnia	atripinnis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
124	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Thoburnia	hamiltoni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
125	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Thoburnia	rhothoeca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA
126	Animalia	Chordata	Actinopterygii	Cypriniformes	Cobitidae	Misgurnus	fossilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7	520	captivity	small	acceptable	NA	NA	NA	NA	NA
127	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Abramis	brama	2007	1825	NA	NA	NA	NA	NA	NA	NA	3305.5	NA	23	454	wild	medium	acceptable	NA	NA	NA	NA	NA
128	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Aspius	aspius	1277	1277	NA	NA	NA	NA	NA	NA	NA	4950	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA
129	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus	bynni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.3	520	captivity	small	acceptable	NA	NA	NA	NA	NA
130	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus	mattozi	NA	NA	NA	NA	NA	NA	NA	NA	NA	745.25	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA
131	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus	treurensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA
132	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Campostoma	oligolepis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
133	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Carassius	auratus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41	1	wild	medium	acceptable	NA	NA	NA	NA	NA
134	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chondrostoma	nasus	NA	NA	NA	NA	NA	NA	NA	NA	NA	825	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA
135	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chrosomus	cumberlandensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
136	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chrosomus	eos	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
137	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chrosomus	erythrogaster	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
138	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chrosomus	neogaeus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA
139	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Clinostomus	elongatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
140	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Couesius	plumbeus	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
141	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Ctenopharyngodon	idella	1520	1460	NA	NA	NA	NA	NA	NA	NA	24750	NA	21	523	unknown	medium	acceptable	NA	NA	NA	NA	NA
142	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	analostana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
143	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	galactura	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
144	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	lutrensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
145	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	spiloptera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
146	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	whipplei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
147	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinus	carpio	1095	1095	4	NA	300000	NA	NA	NA	NA	10600	NA	47	1	captivity	large	acceptable	NA	NA	NA	NA	NA
148	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	rerio	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	3	captivity	large	high	NA	NA	NA	NA	NA
149	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Exoglossum	laurae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
150	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Exoglossum	maxillingua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
151	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Gila	orcuttii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
152	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Gila	robusta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA
153	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Gobio	gobio	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA
154	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Labeo	altivelis	NA	NA	NA	NA	NA	NA	NA	NA	NA	1980	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA
155	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Labeo	rohita	1073	985	NA	NA	NA	NA	NA	NA	NA	24750	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA
156	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Labeobarbus	aeneus	NA	NA	NA	NA	NA	NA	NA	NA	NA	4310.35	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA
157	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Lepidomeda	mollispinis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
158	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Leucaspius	delineatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
159	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Leuciscus	cephalus	1825	1277	NA	NA	NA	NA	NA	NA	NA	4400	NA	22	454	wild	medium	acceptable	NA	NA	NA	NA	NA
160	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Leuciscus	idus	2007	1825	NA	NA	NA	NA	NA	NA	NA	2200	NA	29.8	583	captivity	large	acceptable	NA	NA	NA	NA	NA
161	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Leuciscus	leuciscus	1216	1186	NA	NA	NA	NA	NA	NA	NA	550	NA	16	454	wild	medium	acceptable	NA	NA	NA	NA	NA
162	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Luxilus	chrysocephalus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
163	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Luxilus	coccogenis	1095	1095	NA	NA	525	NA	NA	NA	NA	NA	NA	5	442	wild	medium	acceptable	NA	NA	NA	NA	NA
164	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Luxilus	cornutus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
165	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Luxilus	zonatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
166	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Lythrurus	roseipinnis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	454	wild	medium	acceptable	NA	NA	NA	NA	NA
167	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Lythrurus	umbratilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
168	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Macrhybopsis	aestivalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA
169	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Margariscus	margarita	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
170	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Nocomis	biguttatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
171	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Nocomis	leptocephalus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
172	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Nocomis	micropogon	730	730	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	442	wild	medium	acceptable	NA	NA	NA	NA	NA
173	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Nocomis	raneyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
174	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notemigonus	crysoleucas	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	520	wild	medium	acceptable	NA	NA	NA	NA	NA
175	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	albizonatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
176	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	anogenus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
177	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	atherinoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
178	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	baileyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
179	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	blennius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
180	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	buccatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
181	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	buchanani	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
182	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	candidus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
183	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	heterodon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
184	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	heterolepis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA
185	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	hudsonius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
186	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	maculatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA
187	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	nubilus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
188	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	perpallidus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
189	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	petersoni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
190	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	procne	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
191	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	rubellus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
192	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	rubricroceus	NA	NA	NA	NA	750	NA	NA	NA	NA	NA	NA	5	442	unknown	medium	acceptable	NA	NA	NA	NA	NA
193	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	semperasper	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
194	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	stramineus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
195	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	texanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
196	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	topeka	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
197	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Notropis	volucellus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
198	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Oreoleuciscus	humilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.75	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA
199	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Oreoleuciscus	potanini	3102	3102	NA	NA	NA	NA	NA	NA	NA	5500	NA	40	454	wild	medium	acceptable	NA	NA	NA	NA	NA
200	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pelecus	cultratus	1460	1095	NA	NA	NA	NA	NA	NA	NA	1100	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA
201	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Phenacobius	crassilabrum	365	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	442	unknown	medium	acceptable	NA	NA	NA	NA	NA
202	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Phenacobius	mirabilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
203	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Phoxinus	phoxinus	1277	1277	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	454	wild	medium	acceptable	NA	NA	NA	NA	NA
204	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pimephales	notatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
205	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pimephales	promelas	60	60	5	NA	4500	NA	NA	NA	NA	NA	NA	2	1	wild	medium	acceptable	NA	NA	NA	NA	NA
206	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Plagopterus	argentissimus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
207	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pseudobarbus	burchelli	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA
208	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Pteronotropis	hubbsi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
209	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Ptychocheilus	lucius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA
210	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Relictus	solitarius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
211	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rhinichthys	atratulus	365	365	NA	NA	750	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA
212	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rhinichthys	cataractae	1095	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
213	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rhinichthys	cobitis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
214	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rhodeus	sericeus	912	912	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
215	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Richardsonius	egregius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA
216	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rutilus	frisii	NA	NA	NA	NA	NA	NA	NA	NA	NA	2750	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA
217	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Rutilus	rutilus	1095	730	NA	NA	NA	NA	NA	NA	NA	1012	NA	14	454	wild	medium	acceptable	NA	NA	NA	NA	NA
218	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Scardinius	erythrophthalmus	1460	1095	NA	NA	NA	NA	NA	NA	NA	1153.35	NA	19	454	wild	medium	acceptable	NA	NA	NA	NA	NA
219	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Semotilus	atromaculatus	1095	1095	NA	NA	50	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA
220	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Austrolebias	adloffi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.7	524	unknown	medium	acceptable	0.07	0.1	NA	NA	NA
221	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Austrolebias	bellottii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	unknown	medium	acceptable	NA	NA	NA	NA	NA
222	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Austrolebias	nigripinnis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	454	wild	medium	acceptable	NA	NA	NA	NA	NA
224	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	furzeri	NA	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	1120	captivity	large	acceptable	NA	NA	NA	NA	NA
225	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	guentheri	NA	78	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	661	captivity	medium	acceptable	NA	NA	NA	NA	NA
226	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	kilomberoensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	"Alessandro Cellerino, pers. comm."	captivity	small	acceptable	NA	NA	NA	NA	NA
227	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	korthausae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	1137	captivity	medium	acceptable	NA	NA	NA	NA	NA
228	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	kuhntae	NA	49	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	1120	captivity	medium	acceptable	NA	NA	NA	NA	NA
229	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Aplocheilidae	Nothobranchius	rachovii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1120	captivity	medium	acceptable	NA	NA	NA	NA	NA
230	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	macularius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
231	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	radiosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
232	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Cyprinodontidae	Cyprinodon	tularosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	1	wild	medium	acceptable	NA	NA	NA	NA	NA
233	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	catenatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	442	unknown	medium	acceptable	NA	NA	NA	NA	NA
234	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	parvipinnis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
235	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	seminolis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
236	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Fundulus	zebrinus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA
237	Animalia	Chordata	Actinopterygii	Cyprinodontiformes	Fundulidae	Leptolucania	ommata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA
